State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls
PA,96,510,359-1441,no,no,0,179.500000,125,30.520000,162.300000,139,13.800000,264.500000,133,11.900000,6.600000,2,1.780000,1
ND,190,415,391-5442,no,no,0,169.400000,102,28.800000,253.500000,113,21.550000,197.100000,93,8.870000,8.900000,5,2.400000,1
CT,80,408,374-1551,no,no,0,118.100000,90,20.080000,144.300000,77,12.270000,225.100000,86,10.130000,8.200000,6,2.210000,1
SC,108,415,399-6233,no,no,0,112.000000,105,19.040000,193.700000,110,16.460000,208.900000,93,9.400000,4.100000,4,1.110000,4
MI,97,408,337-4749,no,yes,32,168.400000,129,28.630000,225.900000,97,19.200000,191.800000,95,8.630000,8.500000,7,2.300000,0
VT,84,415,403-5552,no,yes,42,214.300000,112,36.430000,188.200000,107,16.000000,333.500000,117,15.010000,11.300000,10,3.050000,0
OH,65,415,405-3097,no,no,0,245.700000,139,41.770000,241.900000,113,20.560000,285.300000,117,12.840000,4.200000,5,1.130000,4
VT,131,415,364-9240,no,yes,34,156.600000,134,26.620000,71.000000,95,6.040000,261.700000,120,11.780000,13.400000,10,3.620000,1
IL,58,415,404-9348,yes,yes,43,142.800000,96,24.280000,272.300000,100,23.150000,193.400000,105,8.700000,8.900000,4,2.400000,1
MO,36,415,336-1462,no,no,0,202.400000,115,34.410000,230.700000,115,19.610000,202.000000,127,9.090000,10.200000,2,2.750000,3
WI,54,415,364-8981,no,no,0,116.800000,119,19.860000,123.100000,123,10.460000,217.500000,101,9.790000,12.000000,2,3.240000,1
NJ,45,510,412-7606,no,no,0,155.700000,110,26.470000,260.300000,103,22.130000,192.200000,98,8.650000,11.000000,1,2.970000,1
GA,125,415,380-6342,no,yes,39,236.100000,107,40.140000,289.200000,110,24.580000,175.400000,107,7.890000,9.100000,4,2.460000,2
VT,72,415,418-3017,no,yes,21,138.100000,113,23.480000,260.100000,83,22.110000,135.400000,118,6.090000,8.200000,2,2.210000,2
CT,141,408,367-3648,no,no,0,51.900000,108,8.820000,162.000000,83,13.770000,223.500000,115,10.060000,10.100000,3,2.730000,3
AZ,113,510,341-5892,no,no,0,81.300000,116,13.820000,220.600000,124,18.750000,235.700000,113,10.610000,8.900000,3,2.400000,0
SD,20,415,334-4678,no,yes,35,171.500000,98,29.160000,153.100000,127,13.010000,165.600000,125,7.450000,7.100000,3,1.920000,0
CT,212,415,366-6751,no,no,0,126.000000,96,21.420000,144.300000,80,12.270000,302.800000,102,13.630000,7.600000,3,2.050000,1
IN,99,415,397-8512,yes,no,0,197.200000,127,33.520000,156.000000,92,13.260000,204.100000,99,9.180000,9.900000,6,2.670000,4
OH,94,510,367-9495,no,no,0,194.100000,62,33.000000,227.200000,54,19.310000,190.400000,115,8.570000,15.300000,4,4.130000,1
NY,40,510,379-2991,no,no,0,115.700000,105,19.670000,127.800000,113,10.860000,107.500000,91,4.840000,9.300000,6,2.510000,1
NE,86,510,356-4832,no,yes,29,157.200000,118,26.720000,196.300000,136,16.690000,226.700000,109,10.200000,8.400000,5,2.270000,3
OK,101,415,413-4040,no,no,0,269.700000,85,45.850000,207.600000,86,17.650000,214.200000,107,9.640000,4.500000,15,1.220000,3
NC,170,415,366-4444,no,no,0,246.400000,107,41.890000,228.100000,124,19.390000,166.400000,95,7.490000,9.100000,8,2.460000,0
HI,105,510,394-3806,no,no,0,227.400000,121,38.660000,268.500000,89,22.820000,143.300000,82,6.450000,13.000000,4,3.510000,1
UT,103,415,368-5647,no,no,0,189.800000,110,32.270000,115.500000,83,9.820000,191.300000,103,8.610000,12.200000,4,3.290000,0
MD,140,415,412-1076,yes,yes,27,188.900000,124,32.110000,160.900000,102,13.680000,197.700000,100,8.900000,11.500000,5,3.110000,4
VT,101,510,413-7655,no,no,0,0.000000,0,0.000000,192.100000,119,16.330000,168.800000,95,7.600000,7.200000,4,1.940000,1
TX,98,408,371-2316,no,yes,19,110.500000,87,18.790000,227.800000,97,19.360000,243.600000,84,10.960000,11.000000,4,2.970000,1
AZ,104,408,420-3346,no,no,0,167.600000,116,28.490000,219.200000,112,18.630000,215.900000,94,9.720000,11.700000,2,3.160000,4
VA,115,415,367-3971,no,no,0,132.000000,90,22.440000,197.500000,75,16.790000,175.800000,114,7.910000,0.000000,0,0.000000,3
WI,112,408,417-5813,no,no,0,167.800000,88,28.530000,247.900000,81,21.070000,155.100000,108,6.980000,11.900000,4,3.210000,0
NE,70,415,421-8535,no,no,0,213.400000,86,36.280000,204.700000,77,17.400000,256.600000,101,11.550000,5.700000,4,1.540000,1
KY,126,510,375-1721,no,no,0,175.400000,120,29.820000,98.300000,71,8.360000,201.900000,93,9.090000,10.600000,1,2.860000,0
NV,87,510,331-8484,no,yes,39,82.600000,113,14.040000,224.400000,63,19.070000,163.600000,88,7.360000,9.500000,1,2.570000,3
MT,125,510,366-5829,no,no,0,143.200000,80,24.340000,88.100000,94,7.490000,233.200000,135,10.490000,8.800000,7,2.380000,4
MO,86,415,367-7906,no,no,0,125.500000,139,21.340000,269.800000,93,22.930000,235.800000,110,10.610000,8.900000,8,2.400000,1
MS,73,415,412-2520,no,yes,31,82.300000,105,13.990000,256.100000,91,21.770000,229.600000,98,10.330000,11.800000,2,3.190000,6
NM,232,408,386-9177,no,no,0,165.600000,104,28.150000,195.900000,115,16.650000,118.300000,77,5.320000,11.800000,3,3.190000,1
NJ,1,415,420-6780,no,yes,30,183.100000,95,31.130000,232.600000,110,19.770000,248.300000,110,11.170000,8.400000,2,2.270000,0
NH,133,408,401-1454,no,no,0,162.100000,91,27.560000,212.100000,94,18.030000,260.400000,78,11.720000,12.200000,5,3.290000,1
NC,103,510,379-2508,no,no,0,166.600000,84,28.320000,192.400000,91,16.350000,167.900000,115,7.560000,7.700000,6,2.080000,1
MT,131,415,353-3492,no,yes,24,135.900000,60,23.100000,233.200000,78,19.820000,210.600000,121,9.480000,9.400000,4,2.540000,1
SD,95,408,406-4840,no,yes,20,165.700000,78,28.170000,215.600000,94,18.330000,243.300000,91,10.950000,9.800000,6,2.650000,0
VA,182,415,391-7982,no,no,0,176.100000,90,29.940000,174.900000,106,14.870000,234.700000,134,10.560000,9.700000,4,2.620000,1
LA,99,510,379-9821,no,no,0,142.300000,89,24.190000,204.500000,95,17.380000,203.100000,114,9.140000,9.100000,1,2.460000,0
NV,27,510,398-7414,no,no,0,177.600000,121,30.190000,296.800000,92,25.230000,192.900000,106,8.680000,7.600000,3,2.050000,3
AK,141,408,338-8566,no,no,0,83.200000,74,14.140000,190.600000,104,16.200000,150.500000,79,6.770000,10.700000,7,2.890000,1
OH,29,415,397-3058,yes,yes,37,235.000000,101,39.950000,183.300000,79,15.580000,139.800000,106,6.290000,5.700000,7,1.540000,2
NM,65,415,389-8096,no,no,0,105.700000,95,17.970000,141.800000,100,12.050000,180.500000,105,8.120000,6.600000,12,1.780000,2
MI,81,415,393-6840,yes,no,0,149.400000,68,25.400000,171.900000,98,14.610000,214.500000,97,9.650000,17.900000,3,4.830000,3
MN,37,415,360-7404,no,yes,20,264.700000,81,45.000000,216.500000,110,18.400000,210.700000,102,9.480000,10.400000,7,2.810000,0
WY,107,510,411-5740,no,yes,31,160.300000,45,27.250000,221.500000,70,18.830000,261.600000,109,11.770000,5.600000,1,1.510000,1
WY,127,415,412-3726,yes,yes,28,95.900000,117,16.300000,159.500000,131,13.560000,152.800000,132,6.880000,10.400000,3,2.810000,1
WA,78,408,372-7326,no,no,0,140.700000,77,23.920000,195.200000,114,16.590000,252.900000,107,11.380000,11.700000,5,3.160000,0
NM,55,510,338-9873,no,no,0,119.700000,148,20.350000,231.800000,96,19.700000,222.300000,113,10.000000,4.600000,2,1.240000,2
VA,86,415,383-4322,no,yes,30,99.900000,84,16.980000,263.500000,125,22.400000,254.700000,90,11.460000,9.800000,7,2.650000,2
RI,176,415,401-7654,no,no,0,250.900000,108,42.650000,171.400000,100,14.570000,148.600000,85,6.690000,9.600000,6,2.590000,2
AL,96,415,410-5455,yes,no,0,200.600000,117,34.100000,289.500000,120,24.610000,98.300000,95,4.420000,11.200000,5,3.020000,2
WV,11,510,419-4310,no,yes,38,209.800000,130,35.670000,196.600000,84,16.710000,233.000000,79,10.490000,7.000000,7,1.890000,1
WV,48,415,367-2056,no,yes,34,198.000000,70,33.660000,273.700000,121,23.260000,217.900000,71,9.810000,7.600000,4,2.050000,1
NJ,127,510,363-6695,no,no,0,239.800000,107,40.770000,128.900000,121,10.960000,249.900000,110,11.250000,11.300000,5,3.050000,1
TN,63,415,374-6217,no,no,0,164.500000,75,27.970000,147.900000,118,12.570000,252.700000,97,11.370000,11.200000,2,3.020000,0
MI,79,510,337-9569,no,no,0,220.900000,107,37.550000,192.200000,97,16.340000,161.000000,74,7.250000,12.200000,2,3.290000,1
UT,47,408,350-9720,no,yes,37,112.800000,150,19.180000,243.900000,97,20.730000,178.700000,112,8.040000,13.200000,6,3.560000,2
IL,89,415,380-4080,yes,yes,19,112.600000,114,19.140000,261.700000,132,22.240000,123.500000,116,5.560000,11.100000,2,3.000000,0
MI,83,510,333-7460,no,yes,26,226.400000,117,38.490000,234.700000,97,19.950000,133.600000,82,6.010000,10.800000,7,2.920000,1
WI,126,415,378-3722,yes,yes,34,244.900000,118,41.630000,219.600000,105,18.670000,210.800000,136,9.490000,9.700000,6,2.620000,4
ND,60,510,353-9339,no,no,0,203.200000,99,34.540000,235.800000,131,20.040000,224.900000,112,10.120000,15.100000,6,4.080000,2
VT,122,415,386-6535,no,no,0,136.700000,115,23.240000,243.100000,137,20.660000,188.900000,110,8.500000,8.600000,4,2.320000,0
WA,136,408,403-5575,no,no,0,152.600000,97,25.940000,208.900000,85,17.760000,119.100000,99,5.360000,5.000000,10,1.350000,1
NC,172,408,331-5962,no,yes,47,274.900000,102,46.730000,186.600000,118,15.860000,245.000000,123,11.030000,8.800000,2,2.380000,1
ME,102,510,390-9627,no,no,0,195.700000,116,33.270000,209.100000,87,17.770000,201.100000,73,9.050000,8.300000,3,2.240000,1
SD,113,415,406-4560,yes,no,0,204.300000,82,34.730000,188.800000,115,16.050000,139.400000,97,6.270000,9.200000,7,2.480000,1
WV,79,415,359-6931,no,no,0,222.300000,99,37.790000,146.200000,82,12.430000,275.600000,82,12.400000,8.900000,4,2.400000,3
ID,55,510,331-7342,no,yes,8,222.500000,104,37.830000,171.500000,94,14.580000,377.500000,114,16.990000,9.700000,2,2.620000,1
LA,111,415,367-2227,no,yes,28,128.800000,104,21.900000,157.300000,52,13.370000,147.400000,76,6.630000,10.300000,2,2.780000,2
GA,160,415,335-8836,no,no,0,174.300000,105,29.630000,171.300000,107,14.560000,220.800000,131,9.940000,8.300000,2,2.240000,0
FL,110,415,398-6703,no,no,0,242.500000,110,41.230000,162.300000,140,13.800000,184.100000,86,8.280000,7.800000,3,2.110000,4
CO,192,415,370-8379,no,no,0,221.600000,101,37.670000,285.200000,50,24.240000,167.400000,83,7.530000,12.700000,6,3.430000,4
NV,93,408,335-3880,no,no,0,114.300000,100,19.430000,221.100000,103,18.790000,126.300000,88,5.680000,10.900000,9,2.940000,0
IN,101,415,375-8761,no,yes,33,219.700000,137,37.350000,186.800000,94,15.880000,184.500000,113,8.300000,9.500000,2,2.570000,2
VA,77,510,367-1398,no,no,0,144.900000,136,24.630000,151.300000,115,12.860000,252.400000,73,11.360000,12.300000,3,3.320000,2
UT,105,415,395-7857,no,yes,40,236.500000,111,40.210000,117.000000,110,9.950000,221.100000,115,9.950000,8.100000,3,2.190000,2
UT,133,408,398-8745,no,yes,44,174.000000,80,29.580000,209.400000,113,17.800000,224.100000,87,10.080000,14.100000,7,3.810000,2
MO,131,408,386-3717,no,no,0,109.500000,95,18.620000,332.100000,48,28.230000,258.600000,108,11.640000,6.600000,7,1.780000,1
CT,106,510,330-1175,no,yes,33,81.600000,120,13.870000,235.600000,85,20.030000,150.900000,113,6.790000,9.900000,4,2.670000,1
HI,118,415,418-6752,no,no,0,133.400000,113,22.680000,121.000000,92,10.290000,254.700000,129,11.460000,5.900000,4,1.590000,1
MD,125,408,349-6464,no,no,0,137.100000,94,23.310000,209.800000,83,17.830000,238.400000,114,10.730000,8.600000,4,2.320000,1
VA,95,415,366-7331,no,no,0,197.000000,88,33.490000,190.400000,68,16.180000,211.900000,104,9.540000,16.100000,8,4.350000,0
MT,80,415,361-8288,no,no,0,198.100000,160,33.680000,156.700000,87,13.320000,182.100000,76,8.190000,9.300000,3,2.510000,3
SC,145,408,377-6635,no,no,0,39.500000,78,6.720000,264.300000,106,22.470000,185.800000,90,8.360000,10.000000,6,2.700000,0
CO,37,408,408-1513,no,no,0,199.500000,107,33.920000,207.500000,110,17.640000,83.900000,123,3.780000,8.100000,4,2.190000,2
ID,87,415,370-7546,no,no,0,156.800000,93,26.660000,215.800000,68,18.340000,223.300000,77,10.050000,7.600000,6,2.050000,1
AL,69,415,389-4278,no,no,0,183.400000,85,31.180000,237.600000,100,20.200000,228.000000,94,10.260000,9.000000,5,2.430000,3
CO,83,510,379-3012,no,no,0,132.400000,120,22.510000,121.600000,101,10.340000,197.700000,84,8.900000,8.600000,2,2.320000,1
UT,195,415,355-3620,no,no,0,63.200000,108,10.740000,220.200000,88,18.720000,184.000000,99,8.280000,5.100000,3,1.380000,0
DE,67,415,413-7743,yes,yes,35,181.100000,59,30.790000,215.900000,116,18.350000,216.300000,106,9.730000,16.900000,4,4.560000,0
OH,75,510,372-2296,no,yes,27,117.500000,102,19.980000,206.800000,127,17.580000,194.400000,114,8.750000,4.200000,7,1.130000,3
RI,123,415,333-9728,no,yes,27,218.700000,79,37.180000,163.400000,78,13.890000,173.800000,116,7.820000,15.000000,1,4.050000,0
FL,41,415,415-6110,no,yes,41,207.300000,95,35.240000,137.300000,120,11.670000,115.700000,74,5.210000,5.900000,3,1.590000,1
OH,75,415,340-9803,no,no,0,150.600000,99,25.600000,301.500000,83,25.630000,158.700000,104,7.140000,8.100000,5,2.190000,0
MD,76,415,400-7002,yes,no,0,273.300000,66,46.460000,263.600000,121,22.410000,165.200000,84,7.430000,12.000000,7,3.240000,1
IL,86,415,395-7435,yes,no,0,266.100000,120,45.240000,182.000000,92,15.470000,206.500000,103,9.290000,10.300000,4,2.780000,1
PA,140,408,336-7143,no,no,0,112.800000,89,19.180000,156.700000,65,13.320000,249.600000,85,11.230000,16.300000,6,4.400000,0
AZ,70,415,352-2175,no,no,0,104.700000,112,17.800000,82.200000,104,6.990000,169.400000,110,7.620000,15.800000,7,4.270000,3
NH,121,510,346-6352,no,yes,35,193.800000,62,32.950000,197.600000,97,16.800000,218.800000,95,9.850000,5.900000,4,1.590000,0
RI,112,415,405-7467,no,no,0,168.600000,102,28.660000,298.000000,117,25.330000,194.700000,110,8.760000,9.800000,5,2.650000,1
HI,118,415,379-8526,no,no,0,253.200000,122,43.040000,201.000000,78,17.090000,195.300000,108,8.790000,9.700000,7,2.620000,2
NJ,66,415,410-5713,no,yes,16,174.700000,92,29.700000,232.100000,105,19.730000,305.400000,98,13.740000,8.900000,2,2.400000,1
WI,78,408,408-5916,no,no,0,87.000000,102,14.790000,193.600000,64,16.460000,205.800000,120,9.260000,11.000000,5,2.970000,0
MD,129,415,370-5626,no,yes,34,204.500000,79,34.770000,132.800000,113,11.290000,190.100000,117,8.550000,14.800000,9,4.000000,2
OR,6,408,408-1331,no,no,0,226.500000,93,38.510000,152.100000,122,12.930000,164.400000,98,7.400000,9.400000,4,2.540000,3
NV,107,510,419-9688,yes,no,0,234.100000,91,39.800000,163.100000,105,13.860000,282.500000,100,12.710000,10.000000,3,2.700000,1
AR,107,415,343-5219,yes,no,0,133.300000,106,22.660000,182.900000,89,15.550000,241.100000,123,10.850000,12.900000,2,3.480000,3
MT,138,415,401-5586,no,no,0,133.900000,87,22.760000,166.400000,110,14.140000,193.500000,139,8.710000,15.400000,3,4.160000,1
CT,103,510,377-9178,no,no,0,160.200000,104,27.230000,138.900000,70,11.810000,312.500000,97,14.060000,9.700000,2,2.620000,0
UT,116,415,345-5639,no,yes,44,230.600000,94,39.200000,224.100000,103,19.050000,244.000000,76,10.980000,11.100000,2,3.000000,0
GA,189,408,336-3488,no,no,0,227.400000,84,38.660000,176.000000,81,14.960000,206.100000,120,9.270000,6.300000,4,1.700000,2
NV,161,415,414-6426,no,no,0,72.800000,120,12.380000,267.100000,120,22.700000,222.500000,91,10.010000,11.800000,2,3.190000,2
TN,1,415,335-5591,no,no,0,196.100000,107,33.340000,296.500000,82,25.200000,211.500000,91,9.520000,7.000000,2,1.890000,1
DE,89,408,421-9144,no,no,0,197.100000,110,33.510000,165.900000,115,14.100000,227.300000,106,10.230000,12.800000,3,3.460000,1
NY,64,408,422-7728,no,no,0,219.600000,126,37.330000,303.300000,100,25.780000,154.500000,65,6.950000,9.700000,5,2.620000,1
MT,126,415,344-3466,no,yes,30,153.400000,90,26.080000,151.400000,97,12.870000,153.800000,97,6.920000,12.800000,4,3.460000,4
IA,129,415,398-7978,no,no,0,216.000000,85,36.720000,186.900000,114,15.890000,210.700000,109,9.480000,4.900000,10,1.320000,2
VT,128,510,346-8368,no,yes,32,222.900000,136,37.890000,262.000000,80,22.270000,191.400000,101,8.610000,10.800000,4,2.920000,0
LA,81,415,392-2722,no,yes,36,115.900000,120,19.700000,236.600000,95,20.110000,255.000000,90,11.480000,11.700000,6,3.160000,3
MT,114,510,393-3274,no,no,0,189.800000,101,32.270000,147.700000,80,12.550000,172.700000,121,7.770000,10.600000,5,2.860000,1
NH,50,408,339-4636,no,no,0,154.700000,102,26.300000,298.000000,108,25.330000,210.200000,95,9.460000,11.100000,3,3.000000,0
WV,86,415,349-7138,no,no,0,136.400000,104,23.190000,202.500000,110,17.210000,230.700000,86,10.380000,11.500000,1,3.110000,3
ID,96,408,363-3295,no,no,0,170.500000,86,28.990000,277.500000,88,23.590000,162.500000,117,7.310000,12.200000,6,3.290000,1
AZ,72,510,407-9830,no,no,0,272.400000,88,46.310000,107.900000,125,9.170000,185.500000,81,8.350000,12.700000,2,3.430000,0
SC,64,510,333-8822,no,yes,40,210.000000,116,35.700000,232.700000,89,19.780000,168.800000,94,7.600000,5.900000,4,1.590000,8
WV,57,415,419-6418,yes,yes,17,236.500000,94,40.210000,163.100000,94,13.860000,236.700000,117,10.650000,12.200000,3,3.290000,2
OH,65,510,351-8955,no,no,0,153.900000,117,26.160000,220.100000,122,18.710000,280.500000,147,12.620000,8.500000,3,2.300000,2
MD,163,408,338-1840,no,no,0,223.000000,120,37.910000,227.000000,98,19.300000,188.300000,125,8.470000,8.800000,5,2.380000,1
MD,136,415,336-6997,no,no,0,252.400000,74,42.910000,167.900000,81,14.270000,248.300000,110,11.170000,10.700000,3,2.890000,2
MN,116,408,408-6266,no,no,0,197.900000,84,33.640000,168.100000,113,14.290000,239.800000,145,10.790000,12.000000,6,3.240000,1
NE,93,408,332-4291,no,no,0,152.400000,74,25.910000,274.600000,88,23.340000,252.200000,120,11.350000,6.600000,5,1.780000,3
MN,142,510,355-7895,no,yes,40,237.400000,105,40.360000,175.900000,93,14.950000,210.300000,110,9.460000,9.200000,3,2.480000,3
NY,92,408,348-2916,no,no,0,265.600000,82,45.150000,180.700000,75,15.360000,211.100000,113,9.500000,8.600000,2,2.320000,1
HI,70,415,339-8132,no,no,0,197.300000,91,33.540000,305.800000,81,25.990000,171.000000,105,7.690000,6.700000,6,1.810000,1
MO,22,408,374-1684,no,yes,14,199.100000,100,33.850000,221.800000,103,18.850000,65.700000,91,2.960000,4.200000,1,1.130000,1
NV,37,415,362-7604,no,no,0,233.700000,114,39.730000,207.900000,109,17.670000,212.700000,101,9.570000,12.000000,2,3.240000,2
MA,51,415,389-3206,no,no,0,183.100000,99,31.130000,160.100000,107,13.610000,311.800000,121,14.030000,7.000000,3,1.890000,1
NH,174,408,336-2829,no,no,0,139.400000,96,23.700000,143.400000,108,12.190000,225.200000,107,10.130000,10.000000,5,2.700000,2
UT,68,415,403-8916,no,no,0,213.900000,112,36.360000,260.500000,100,22.140000,233.800000,97,10.520000,8.400000,3,2.270000,1
FL,130,415,384-1135,no,no,0,207.100000,70,35.210000,200.100000,115,17.010000,194.200000,100,8.740000,12.400000,2,3.350000,1
WA,104,415,390-2320,no,no,0,139.700000,78,23.750000,202.600000,119,17.220000,203.600000,102,9.160000,11.300000,5,3.050000,2
CT,134,408,398-8578,no,no,0,177.200000,91,30.120000,228.700000,105,19.440000,194.300000,113,8.740000,8.900000,3,2.400000,2
KY,108,415,393-9424,no,yes,35,169.800000,136,28.870000,173.700000,101,14.760000,214.600000,105,9.660000,9.500000,7,2.570000,2
NM,103,415,417-6330,no,no,0,173.500000,83,29.500000,244.300000,65,20.770000,221.600000,66,9.970000,9.700000,2,2.620000,3
ND,62,510,340-6339,no,no,0,159.900000,100,27.180000,172.200000,99,14.640000,263.200000,109,11.840000,5.600000,4,1.510000,1
NV,162,415,380-6571,no,no,0,115.100000,89,19.570000,196.800000,111,16.730000,212.400000,98,9.560000,11.400000,3,3.080000,2
CA,93,510,368-6488,no,yes,19,136.800000,113,23.260000,179.500000,105,15.260000,71.100000,95,3.200000,12.500000,3,3.380000,2
ID,42,415,363-2193,no,no,0,92.200000,108,15.670000,211.200000,120,17.950000,129.100000,73,5.810000,13.100000,6,3.540000,1
OK,155,415,328-1206,no,yes,23,243.900000,112,41.460000,133.000000,106,11.310000,213.700000,123,9.620000,13.400000,11,3.620000,2
IA,36,510,385-3540,no,no,0,117.100000,94,19.910000,235.400000,117,20.010000,221.300000,108,9.960000,9.000000,2,2.430000,0
OH,143,415,337-7167,no,no,0,223.300000,99,37.960000,167.100000,128,14.200000,203.000000,84,9.140000,4.500000,4,1.220000,0
NJ,197,510,372-8405,no,no,0,154.800000,111,26.320000,171.500000,102,14.580000,227.300000,86,10.230000,10.600000,2,2.860000,3
IA,81,510,377-1273,no,no,0,261.400000,141,44.440000,215.700000,102,18.330000,271.800000,96,12.230000,8.000000,6,2.160000,1
DE,138,510,380-7816,yes,no,0,46.500000,104,7.910000,186.000000,114,15.810000,167.500000,95,7.540000,9.600000,4,2.590000,4
CA,103,415,402-6744,no,yes,18,149.900000,84,25.480000,170.900000,84,14.530000,171.500000,112,7.720000,11.500000,7,3.110000,0
WY,127,510,400-2181,yes,no,0,242.200000,102,41.170000,226.100000,80,19.220000,252.000000,96,11.340000,13.900000,5,3.750000,2
OR,136,510,366-1613,no,no,0,259.400000,99,44.100000,172.700000,125,14.680000,293.700000,78,13.220000,10.700000,6,2.890000,1
ME,99,415,347-8205,no,no,0,222.400000,102,37.810000,185.800000,89,15.790000,237.700000,81,10.700000,12.000000,8,3.240000,2
AR,95,415,328-2982,no,no,0,69.400000,79,11.800000,190.800000,109,16.220000,219.900000,102,9.900000,8.900000,5,2.400000,0
ME,118,408,384-8723,yes,yes,21,156.500000,122,26.610000,209.200000,125,17.780000,158.700000,81,7.140000,11.100000,3,3.000000,4
WV,113,415,341-7686,no,no,0,61.200000,111,10.400000,92.300000,88,7.850000,197.400000,114,8.880000,13.700000,3,3.700000,5
PA,128,408,353-6038,yes,no,0,245.200000,112,41.680000,101.500000,101,8.630000,152.300000,116,6.850000,10.700000,5,2.890000,0
HI,117,408,416-8827,no,no,0,102.300000,100,17.390000,135.200000,104,11.490000,199.700000,93,8.990000,15.700000,10,4.240000,3
MT,48,415,418-8450,no,yes,36,230.900000,92,39.250000,167.600000,121,14.250000,270.000000,87,12.150000,7.600000,4,2.050000,3
DC,81,510,385-7861,yes,no,0,227.400000,105,38.660000,211.500000,120,17.980000,258.200000,113,11.620000,11.900000,3,3.210000,0
AR,57,510,393-3507,no,no,0,192.800000,68,32.780000,158.000000,86,13.430000,235.500000,105,10.600000,12.700000,6,3.430000,1
MS,140,408,372-5262,no,no,0,162.600000,98,27.640000,206.200000,109,17.530000,141.600000,66,6.370000,8.200000,2,2.210000,1
OH,107,510,411-3095,no,yes,38,219.400000,92,37.300000,180.500000,73,15.340000,104.100000,91,4.680000,11.000000,1,2.970000,2
MO,56,415,331-5919,no,no,0,137.200000,111,23.320000,165.900000,119,14.100000,182.300000,72,8.200000,14.300000,4,3.860000,1
TX,159,415,402-1556,no,no,0,87.700000,103,14.910000,278.200000,97,23.650000,170.600000,93,7.680000,10.500000,10,2.840000,1
MD,102,415,349-7362,no,no,0,271.100000,80,46.090000,172.000000,133,14.620000,169.200000,105,7.610000,10.300000,5,2.780000,1
CT,107,408,339-2734,no,no,0,103.400000,94,17.580000,189.300000,125,16.090000,227.200000,125,10.220000,14.400000,3,3.890000,1
SC,106,408,330-4914,no,no,0,52.200000,106,8.870000,220.100000,113,18.710000,112.300000,95,5.050000,11.400000,2,3.080000,2
MI,225,415,371-2500,no,no,0,165.400000,106,28.120000,273.700000,109,23.260000,210.000000,93,9.450000,8.700000,3,2.350000,0
SD,75,408,335-3681,no,no,0,147.500000,110,25.080000,191.700000,97,16.290000,135.000000,68,6.080000,16.400000,3,4.430000,2
CO,86,415,405-1132,no,no,0,217.800000,93,37.030000,214.700000,95,18.250000,228.700000,70,10.290000,11.300000,7,3.050000,0
ID,169,415,399-9239,no,no,0,235.700000,79,40.070000,136.900000,85,11.640000,220.900000,97,9.940000,13.300000,10,3.590000,1
AZ,122,510,350-7227,no,yes,22,204.500000,92,34.770000,139.600000,121,11.870000,205.000000,103,9.230000,8.600000,5,2.320000,2
FL,106,408,384-6654,no,no,0,178.400000,143,30.330000,247.000000,123,21.000000,259.900000,105,11.700000,9.600000,2,2.590000,0
MN,52,415,376-4271,no,yes,32,130.100000,68,22.120000,247.200000,77,21.010000,289.400000,87,13.020000,13.500000,5,3.650000,2
DE,79,415,391-8124,no,yes,34,103.700000,100,17.630000,236.300000,78,20.090000,256.600000,102,11.550000,14.800000,4,4.000000,2
MI,135,415,393-2524,no,no,0,239.900000,91,40.780000,177.100000,104,15.050000,217.200000,118,9.770000,5.900000,3,1.590000,2
MS,70,408,384-4385,no,no,0,148.400000,110,25.230000,267.100000,90,22.700000,151.500000,101,6.820000,8.900000,4,2.400000,0
MA,80,408,377-8266,no,no,0,148.600000,106,25.260000,210.800000,65,17.920000,203.700000,86,9.170000,10.000000,2,2.700000,2
CA,37,415,345-1243,no,no,0,191.100000,69,32.490000,129.200000,113,10.980000,207.500000,117,9.340000,12.900000,1,3.480000,0
MN,161,415,394-8086,no,yes,39,218.500000,76,37.150000,112.700000,94,9.580000,205.100000,121,9.230000,7.300000,4,1.970000,1
VT,137,510,348-9145,no,no,0,97.500000,95,16.580000,195.800000,82,16.640000,288.800000,78,13.000000,0.000000,0,0.000000,1
CT,123,415,376-5201,no,no,0,128.700000,126,21.880000,117.600000,94,10.000000,198.400000,132,8.930000,10.800000,5,2.920000,0
WV,80,415,356-2093,no,yes,38,236.600000,69,40.220000,197.500000,68,16.790000,209.500000,102,9.430000,9.500000,10,2.570000,2
WV,94,415,353-2080,no,no,0,85.900000,113,14.600000,226.700000,91,19.270000,279.600000,110,12.580000,15.600000,16,4.210000,0
NE,105,415,397-7500,no,yes,27,141.200000,96,24.000000,167.700000,94,14.250000,274.400000,101,12.350000,11.400000,2,3.080000,1
NC,73,415,414-5786,no,yes,31,194.400000,104,33.050000,176.000000,84,14.960000,230.100000,110,10.350000,11.500000,3,3.110000,0
NE,112,415,388-4282,no,no,0,167.600000,100,28.490000,154.500000,90,13.130000,281.400000,107,12.660000,17.300000,3,4.670000,2
IL,179,408,415-5132,no,no,0,234.500000,134,39.870000,164.200000,94,13.960000,191.400000,72,8.610000,6.100000,4,1.650000,1
